GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER(	DOSES	COVERAGE					TARGET --> The number of people in the target population (e.g. girls or boys eligible for HPV vaccination that year).
WHO_REGIONS	AFR	African Region	2021	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13230265	3044259	23					
WHO_REGIONS	AFR	African Region	2021	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	13477104	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2021	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7480177	12339	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2021	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7480177	18920	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2021	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7480177	15629	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2021	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7844792	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2021	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7844792	0	0					
WHO_REGIONS	EUR	European Region	2021	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5182859	1724919	33					
WHO_REGIONS	EUR	European Region	2021	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5447255	1066673	20					
WHO_REGIONS	EUR	European Region	2021	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5182859	1565950	30					
WHO_REGIONS	EUR	European Region	2021	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5182859	1960299	38					
WHO_REGIONS	EUR	European Region	2021	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5447255	581873	11					
WHO_REGIONS	AMR	Region of the Americas	2021	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7527173	5856243	78					
WHO_REGIONS	AMR	Region of the Americas	2021	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7873562	3077509	39					
WHO_REGIONS	AMR	Region of the Americas	2021	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7873562	3248572	41					
WHO_REGIONS	AMR	Region of the Americas	2021	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7527173	4809347	64					
WHO_REGIONS	AMR	Region of the Americas	2021	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7527173	3980909	53					
WHO_REGIONS	SEAR	South-East Asia Region	2021	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15486104	298559	2					
WHO_REGIONS	SEAR	South-East Asia Region	2021	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15486104	285791	2					
WHO_REGIONS	SEAR	South-East Asia Region	2021	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15486104	130280	1					
WHO_REGIONS	SEAR	South-East Asia Region	2021	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	16777419	6414	0					
WHO_REGIONS	SEAR	South-East Asia Region	2021	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	16777419	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2021	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14718035	138582	1					
WHO_REGIONS	WPR	Western Pacific Region	2021	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13147997	1059173	8					
WHO_REGIONS	WPR	Western Pacific Region	2021	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13147997	860495	7					
WHO_REGIONS	WPR	Western Pacific Region	2021	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13147997	659084	5					
WHO_REGIONS	WPR	Western Pacific Region	2021	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14718035	158492	1					
WHO_REGIONS	AFR	African Region	2020	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	13067228	0	0					
WHO_REGIONS	AFR	African Region	2020	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12831027	2151742	17					
WHO_REGIONS	AFR	African Region	2020	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12831027	2748560	21					
WHO_REGIONS	AFR	African Region	2020	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	13067228	0	0					
WHO_REGIONS	AFR	African Region	2020	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12831027	1376019	11					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2020	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7297350	17013	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2020	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7661433	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2020	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7297350	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2020	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7297350	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2020	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7661433	0	0					
WHO_REGIONS	EUR	European Region	2020	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5119628	1460964	29					
WHO_REGIONS	EUR	European Region	2020	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5119628	1878705	37					
WHO_REGIONS	EUR	European Region	2020	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5119628	1633185	32					
WHO_REGIONS	EUR	European Region	2020	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5378366	976665	18					
WHO_REGIONS	EUR	European Region	2020	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5378366	349508	7					
WHO_REGIONS	AMR	Region of the Americas	2020	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7518692	5558174	74					
WHO_REGIONS	AMR	Region of the Americas	2020	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7518692	4268669	57					
WHO_REGIONS	AMR	Region of the Americas	2020	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7862729	2952790	38					
WHO_REGIONS	AMR	Region of the Americas	2020	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7862729	3012758	38					
WHO_REGIONS	AMR	Region of the Americas	2020	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7518692	4621502	61					
WHO_REGIONS	SEAR	South-East Asia Region	2020	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	16950334	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2020	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	16950334	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2020	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15655817	517136	3					
WHO_REGIONS	SEAR	South-East Asia Region	2020	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15655817	6496	0					
WHO_REGIONS	SEAR	South-East Asia Region	2020	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15655817	6635	0					
WHO_REGIONS	WPR	Western Pacific Region	2020	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12980070	525934	4					
WHO_REGIONS	WPR	Western Pacific Region	2020	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12980070	998275	8					
WHO_REGIONS	WPR	Western Pacific Region	2020	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12980070	573024	4					
WHO_REGIONS	WPR	Western Pacific Region	2020	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14529546	134955	1					
WHO_REGIONS	WPR	Western Pacific Region	2020	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14529546	153514	1					
WHO_REGIONS	AFR	African Region	2019	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12433957	3168821	25					
WHO_REGIONS	AFR	African Region	2019	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	12661025	0	0					
WHO_REGIONS	AFR	African Region	2019	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12433957	767733	6					
WHO_REGIONS	AFR	African Region	2019	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12433957	505638	4					
WHO_REGIONS	AFR	African Region	2019	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	12661025	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2019	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7181738	10185	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2019	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7541967	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2019	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7541967	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2019	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7181738	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2019	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7181738	0	0					
WHO_REGIONS	EUR	European Region	2019	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5330049	188725	4					
WHO_REGIONS	EUR	European Region	2019	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5072041	1889630	37					
WHO_REGIONS	EUR	European Region	2019	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5330049	436497	8					
WHO_REGIONS	EUR	European Region	2019	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5072041	1382829	27					
WHO_REGIONS	EUR	European Region	2019	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5072041	1542808	30					
WHO_REGIONS	AMR	Region of the Americas	2019	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7522007	4914768	65					
WHO_REGIONS	AMR	Region of the Americas	2019	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7863500	2439492	31					
WHO_REGIONS	AMR	Region of the Americas	2019	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7522007	4492864	60					
WHO_REGIONS	AMR	Region of the Americas	2019	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7522007	4425547	59					
WHO_REGIONS	AMR	Region of the Americas	2019	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7863500	3028281	39					
WHO_REGIONS	SEAR	South-East Asia Region	2019	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15793631	6826	0					
WHO_REGIONS	SEAR	South-East Asia Region	2019	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	17101658	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2019	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15793631	184102	1					
WHO_REGIONS	SEAR	South-East Asia Region	2019	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	17101658	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2019	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15793631	6756	0					
WHO_REGIONS	WPR	Western Pacific Region	2019	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14369665	154692	1					
WHO_REGIONS	WPR	Western Pacific Region	2019	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12841873	887365	7					
WHO_REGIONS	WPR	Western Pacific Region	2019	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12841873	528149	4					
WHO_REGIONS	WPR	Western Pacific Region	2019	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12841873	570029	4					
WHO_REGIONS	WPR	Western Pacific Region	2019	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14369665	143909	1					
WHO_REGIONS	AFR	African Region	2018	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12065176	166269	1					
WHO_REGIONS	AFR	African Region	2018	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12065176	183870	2					
WHO_REGIONS	AFR	African Region	2018	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	12286498	0	0					
WHO_REGIONS	AFR	African Region	2018	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	12286498	0	0					
WHO_REGIONS	AFR	African Region	2018	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12065176	1449257	12					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2018	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7453877	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2018	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7453877	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2018	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7085127	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2018	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7085127	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2018	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7085127	9774	0					
WHO_REGIONS	EUR	European Region	2018	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5271781	59526	1					
WHO_REGIONS	EUR	European Region	2018	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5013345	1496981	30					
WHO_REGIONS	EUR	European Region	2018	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5013345	1345278	27					
WHO_REGIONS	EUR	European Region	2018	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5271781	320285	6					
WHO_REGIONS	EUR	European Region	2018	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5013345	1542370	31					
WHO_REGIONS	AMR	Region of the Americas	2018	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7531098	5002587	66					
WHO_REGIONS	AMR	Region of the Americas	2018	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7531098	4173830	55					
WHO_REGIONS	AMR	Region of the Americas	2018	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7868764	1868639	24					
WHO_REGIONS	AMR	Region of the Americas	2018	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7531098	5301307	70					
WHO_REGIONS	AMR	Region of the Americas	2018	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7868764	2973541	38					
WHO_REGIONS	SEAR	South-East Asia Region	2018	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	17226500	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2018	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15900707	6784	0					
WHO_REGIONS	SEAR	South-East Asia Region	2018	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	17226500	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2018	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15900707	490312	3					
WHO_REGIONS	SEAR	South-East Asia Region	2018	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15900707	6643	0					
WHO_REGIONS	WPR	Western Pacific Region	2018	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12772700	787360	6					
WHO_REGIONS	WPR	Western Pacific Region	2018	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12772700	517485	4					
WHO_REGIONS	WPR	Western Pacific Region	2018	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12772700	454354	4					
WHO_REGIONS	WPR	Western Pacific Region	2018	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14293229	125506	1					
WHO_REGIONS	WPR	Western Pacific Region	2018	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14293229	148663	1					
WHO_REGIONS	AFR	African Region	2017	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	11942423	0	0					
WHO_REGIONS	AFR	African Region	2017	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	11942423	0	0					
WHO_REGIONS	AFR	African Region	2017	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	11726196	99499	1					
WHO_REGIONS	AFR	African Region	2017	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	11726196	115081	1					
WHO_REGIONS	AFR	African Region	2017	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	11726196	971320	8					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2017	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	6986362	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2017	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7366655	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2017	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	6986362	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2017	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7366655	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2017	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	6986362	0	0					
WHO_REGIONS	EUR	European Region	2017	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5235159	14823	0					
WHO_REGIONS	EUR	European Region	2017	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5235159	100399	2					
WHO_REGIONS	EUR	European Region	2017	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	4973134	1326203	27					
WHO_REGIONS	EUR	European Region	2017	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	4973134	1437334	29					
WHO_REGIONS	EUR	European Region	2017	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	4973134	1455957	29					
WHO_REGIONS	AMR	Region of the Americas	2017	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7564883	5231365	69					
WHO_REGIONS	AMR	Region of the Americas	2017	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7564883	5060864	67					
WHO_REGIONS	AMR	Region of the Americas	2017	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7897796	1465761	19					
WHO_REGIONS	AMR	Region of the Americas	2017	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7564883	4205197	56					
WHO_REGIONS	AMR	Region of the Americas	2017	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7897796	2175864	28					
WHO_REGIONS	SEAR	South-East Asia Region	2017	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15972421	6611	0					
WHO_REGIONS	SEAR	South-East Asia Region	2017	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15972421	6892	0					
WHO_REGIONS	SEAR	South-East Asia Region	2017	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	17352504	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2017	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	17352504	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2017	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15972421	431357	3					
WHO_REGIONS	WPR	Western Pacific Region	2017	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	12841343	370178	3					
WHO_REGIONS	WPR	Western Pacific Region	2017	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14375792	124743	1					
WHO_REGIONS	WPR	Western Pacific Region	2017	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	12841343	354506	3					
WHO_REGIONS	WPR	Western Pacific Region	2017	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14375792	124743	1					
WHO_REGIONS	WPR	Western Pacific Region	2017	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	12841343	915920	7					
WHO_REGIONS	AFR	African Region	2016	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	11406907	999922	9					
WHO_REGIONS	AFR	African Region	2016	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	11406907	77231	1					
WHO_REGIONS	AFR	African Region	2016	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	11618925	0	0					
WHO_REGIONS	AFR	African Region	2016	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	11618925	0	0					
WHO_REGIONS	AFR	African Region	2016	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	11406907	85457	1					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2016	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7290017	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2016	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	6903469	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2016	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	6903469	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2016	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	6903469	0	0					
WHO_REGIONS	EMR	Eastern Mediterranean Region	2016	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7290017	0	0					
WHO_REGIONS	EUR	European Region	2016	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	5277886	96073	2					
WHO_REGIONS	EUR	European Region	2016	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	5009464	1219226	24					
WHO_REGIONS	EUR	European Region	2016	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	5009464	1389350	28					
WHO_REGIONS	EUR	European Region	2016	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	5009464	1455729	29					
WHO_REGIONS	EUR	European Region	2016	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	5277886	2670	0					
WHO_REGIONS	AMR	Region of the Americas	2016	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	7615089	4694426	62					
WHO_REGIONS	AMR	Region of the Americas	2016	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	7615089	3200887	42					
WHO_REGIONS	AMR	Region of the Americas	2016	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	7946083	1223217	15					
WHO_REGIONS	AMR	Region of the Americas	2016	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	7615089	4223538	55					
WHO_REGIONS	AMR	Region of the Americas	2016	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	7946083	1195749	15					
WHO_REGIONS	SEAR	South-East Asia Region	2016	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	15896121	5845	0					
WHO_REGIONS	SEAR	South-East Asia Region	2016	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	15896121	4731	0					
WHO_REGIONS	SEAR	South-East Asia Region	2016	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	15896121	6749	0					
WHO_REGIONS	SEAR	South-East Asia Region	2016	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	17326303	0	0					
WHO_REGIONS	SEAR	South-East Asia Region	2016	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	17326303	0	0					
WHO_REGIONS	WPR	Western Pacific Region	2016	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	14723188	120663	1					
WHO_REGIONS	WPR	Western Pacific Region	2016	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	13141852	380200	3					
WHO_REGIONS	WPR	Western Pacific Region	2016	15HPVC_F	HPV Vaccination coverage by age 15, last dose, females	HPV	HPV Estimates	13141852	367095	3					
WHO_REGIONS	WPR	Western Pacific Region	2016	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	14723188	120663	1					
WHO_REGIONS	WPR	Western Pacific Region	2016	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	13141852	843533	6					
WHO_REGIONS	AFR	African Region	2015	PRHPV1_M	HPV Vaccination program coverage, first dose, males	HPV	HPV Estimates	11291366	0	0					
WHO_REGIONS	AFR	African Region	2015	15HPV1_F	HPV Vaccination coverage by age 15, first dose, females	HPV	HPV Estimates	11085482	61167	1					
WHO_REGIONS	AFR	African Region	2015	PRHPV1_F	HPV Vaccination program coverage, first dose, females	HPV	HPV Estimates	11085482	513694	5					
WHO_REGIONS	AFR	African Region	2015	15HPV1_M	HPV Vaccination coverage by age 15, first dose, males	HPV	HPV Estimates	11291366	0	0					
